timestamp_pc,lectura_cruda,voltaje,porcentaje
 2026- 04- 09 14: 59: 04,686,0.553,16.0
 2026- 04- 09 14: 59: 05,684,0.551,16.0
 2026- 04- 09 14: 59: 05,684,0.551,16.0
 2026- 04- 09 14: 59: 06,682,0.55,16.0
 2026- 04- 09 14: 59: 06,682,0.55,16.0
 2026- 04- 09 14: 59: 07,687,0.554,16.0
 2026- 04- 09 14: 59: 07,685,0.552,16.0
 2026- 04- 09 14: 59: 08,681,0.549,16.0
 2026- 04- 09 14: 59: 08,685,0.552,16.0
 2026- 04- 09 14: 59: 09,682,0.55,16.0
 2026- 04- 09 14: 59: 09,688,0.554,16.0
 2026- 04- 09 14: 59: 10,684,0.551,16.0
 2026- 04- 09 14: 59: 10,684,0.551,16.0
 2026- 04- 09 14: 59: 11,684,0.551,16.0
 2026- 04- 09 14: 59: 11,684,0.551,16.0
 2026- 04- 09 14: 59: 12,689,0.555,16.0
 2026- 04- 09 14: 59: 12,688,0.554,16.0
 2026- 04- 09 14: 59: 13,685,0.552,16.0
 2026- 04- 09 14: 59: 13,691,0.557,16.0
 2026- 04- 09 14: 59: 14,683,0.55,16.0
 2026- 04- 09 14: 59: 14,688,0.554,16.0
 2026- 04- 09 14: 59: 15,687,0.554,16.0
 2026- 04- 09 14: 59: 15,682,0.55,16.0
 2026- 04- 09 14: 59: 16,682,0.55,16.0
 2026- 04- 09 14: 59: 16,685,0.552,16.0
 2026- 04- 09 14: 59: 17,685,0.552,16.0
 2026- 04- 09 14: 59: 17,681,0.549,16.0
 2026- 04- 09 14: 59: 18,683,0.55,16.0
 2026- 04- 09 14: 59: 18,688,0.554,16.0
 2026- 04- 09 14: 59: 19,683,0.55,16.0
 2026- 04- 09 14: 59: 19,684,0.551,16.0
 2026- 04- 09 14: 59: 20,682,0.55,16.0
 2026- 04- 09 14: 59: 20,688,0.554,16.0
 2026- 04- 09 14: 59: 21,674,0.543,16.0
 2026- 04- 09 14: 59: 21,684,0.551,16.0
 2026- 04- 09 14: 59: 22,687,0.554,16.0
 2026- 04- 09 14: 59: 22,682,0.55,16.0
 2026- 04- 09 14: 59: 23,685,0.552,16.0
 2026- 04- 09 14: 59: 23,684,0.551,16.0
 2026- 04- 09 14: 59: 24,684,0.551,16.0
 2026- 04- 09 14: 59: 24,688,0.554,16.0
 2026- 04- 09 14: 59: 25,686,0.553,16.0
 2026- 04- 09 14: 59: 25,687,0.554,16.0
 2026- 04- 09 14: 59: 26,687,0.554,16.0
 2026- 04- 09 14: 59: 26,694,0.559,16.0
 2026- 04- 09 14: 59: 27,687,0.554,16.0
 2026- 04- 09 14: 59: 27,685,0.552,16.0
 2026- 04- 09 14: 59: 28,686,0.553,16.0
 2026- 04- 09 14: 59: 28,688,0.554,16.0
 2026- 04- 09 14: 59: 29,688,0.554,16.0
 2026- 04- 09 14: 59: 29,686,0.553,16.0
 2026- 04- 09 14: 59: 30,683,0.55,16.0
 2026- 04- 09 14: 59: 30,686,0.553,16.0
 2026- 04- 09 14: 59: 31,685,0.552,16.0
 2026- 04- 09 14: 59: 31,687,0.554,16.0
 2026- 04- 09 14: 59: 32,686,0.553,16.0
 2026- 04- 09 14: 59: 32,685,0.552,16.0
 2026- 04- 09 14: 59: 33,684,0.551,16.0
 2026- 04- 09 14: 59: 33,685,0.552,16.0
 2026- 04- 09 14: 59: 34,683,0.55,16.0
 2026- 04- 09 14: 59: 34,688,0.554,16.0
 2026- 04- 09 14: 59: 35,683,0.55,16.0
 2026- 04- 09 14: 59: 35,685,0.552,16.0
 2026- 04- 09 14: 59: 36,685,0.552,16.0
 2026- 04- 09 14: 59: 36,686,0.553,16.0
 2026- 04- 09 14: 59: 37,685,0.552,16.0
 2026- 04- 09 14: 59: 37,685,0.552,16.0
 2026- 04- 09 14: 59: 38,686,0.553,16.0
 2026- 04- 09 14: 59: 38,688,0.554,16.0
 2026- 04- 09 14: 59: 39,684,0.551,16.0
 2026- 04- 09 14: 59: 39,686,0.553,16.0
 2026- 04- 09 14: 59: 40,686,0.553,16.0
 2026- 04- 09 14: 59: 40,688,0.554,16.0
 2026- 04- 09 14: 59: 41,683,0.55,16.0
 2026- 04- 09 14: 59: 41,686,0.553,16.0
 2026- 04- 09 14: 59: 42,673,0.542,16.0
 2026- 04- 09 14: 59: 42,687,0.554,16.0
 2026- 04- 09 14: 59: 43,686,0.553,16.0
 2026- 04- 09 14: 59: 43,678,0.546,16.0
 2026- 04- 09 14: 59: 44,687,0.554,16.0
 2026- 04- 09 14: 59: 44,683,0.55,16.0
 2026- 04- 09 14: 59: 45,684,0.551,16.0
 2026- 04- 09 14: 59: 45,715,0.576,17.0
 2026- 04- 09 14: 59: 46,685,0.552,16.0
 2026- 04- 09 14: 59: 46,686,0.553,16.0
 2026- 04- 09 14: 59: 47,686,0.553,16.0
 2026- 04- 09 14: 59: 47,687,0.554,16.0
 2026- 04- 09 14: 59: 48,684,0.551,16.0
 2026- 04- 09 14: 59: 48,685,0.552,16.0
 2026- 04- 09 14: 59: 49,682,0.55,16.0
 2026- 04- 09 14: 59: 49,686,0.553,16.0
 2026- 04- 09 14: 59: 50,686,0.553,16.0
 2026- 04- 09 14: 59: 50,687,0.554,16.0
 2026- 04- 09 14: 59: 51,681,0.549,16.0
 2026- 04- 09 14: 59: 51,685,0.552,16.0
 2026- 04- 09 14: 59: 52,678,0.546,16.0
 2026- 04- 09 14: 59: 52,689,0.555,16.0
 2026- 04- 09 14: 59: 53,688,0.554,16.0
 2026- 04- 09 14: 59: 53,85,0.552,16.0
 2026- 04- 09 14: 59: 54,688,0.554,16.0
 2026- 04- 09 14: 59: 54,686,0.553,16.0
 2026- 04- 09 14: 59: 55,687,0.554,16.0
 2026- 04- 09 14: 59: 55,685,0.552,16.0
 2026- 04- 09 14: 59: 56,697,0.562,17.0
 2026- 04- 09 14: 59: 56,686,0.553,16.0
 2026- 04- 09 14: 59: 57,681,0.549,16.0
 2026- 04- 09 14: 59: 57,683,0.55,16.0
 2026- 04- 09 14: 59: 58,687,0.554,16.0
 2026- 04- 09 14: 59: 58,688,0.554,16.0
 2026- 04- 09 14: 59: 59,688,0.554,16.0
 2026- 04- 09 14: 59: 59,688,0.554,16.0
 2026- 04- 09 15: 00: 00,686,0.553,16.0
 2026- 04- 09 15: 00: 00,687,0.554,16.0
 2026- 04- 09 15: 00: 01,687,0.554,16.0
 2026- 04- 09 15: 00: 01,686,0.553,16.0
 2026- 04- 09 15: 00: 02,694,0.559,16.0
 2026- 04- 09 15: 00: 02,687,0.554,16.0
 2026- 04- 09 15: 00: 03,685,0.552,16.0
 2026- 04- 09 15: 00: 03,684,0.551,16.0
 2026- 04- 09 15: 00: 04,688,0.554,16.0
 2026- 04- 09 15: 00: 04,685,0.552,16.0
 2026- 04- 09 15: 00: 05,683,0.55,16.0
 2026- 04- 09 15: 00: 05,701,0.565,17.0
 2026- 04- 09 15: 00: 06,686,0.553,16.0
 2026- 04- 09 15: 00: 06,688,0.554,16.0
 2026- 04- 09 15: 00: 07,683,0.55,16.0
 2026- 04- 09 15: 00: 07,695,0.56,16.0
 2026- 04- 09 15: 00: 08,687,0.554,16.0
 2026- 04- 09 15: 00: 08,687,0.554,16.0
 2026- 04- 09 15: 00: 09,682,0.55,16.0
 2026- 04- 09 15: 00: 09,683,0.55,16.0
 2026- 04- 09 15: 00: 10,687,0.554,16.0
 2026- 04- 09 15: 00: 10,684,0.551,16.0
 2026- 04- 09 15: 00: 11,683,0.55,16.0
 2026- 04- 09 15: 00: 11,683,0.55,16.0
 2026- 04- 09 15: 00: 12,686,0.553,16.0
 2026- 04- 09 15: 00: 12,688,0.554,16.0
 2026- 04- 09 15: 00: 13,687,0.554,16.0
 2026- 04- 09 15: 00: 13,687,0.554,16.0
 2026- 04- 09 15: 00: 14,685,0.552,16.0
 2026- 04- 09 15: 00: 14,687,0.554,16.0
 2026- 04- 09 15: 00: 15,684,0.551,16.0
 2026- 04- 09 15: 00: 15,685,0.552,16.0
 2026- 04- 09 15: 00: 16,687,0.554,16.0
 2026- 04- 09 15: 00: 16,685,0.552,16.0
 2026- 04- 09 15: 00: 17,688,0.554,16.0
 2026- 04- 09 15: 00: 17,688,0.554,16.0
 2026- 04- 09 15: 00: 18,684,0.551,16.0
 2026- 04- 09 15: 00: 18,688,0.554,16.0
 2026- 04- 09 15: 00: 19,686,0.553,16.0
 2026- 04- 09 15: 00: 19,688,0.554,16.0
 2026- 04- 09 15: 00: 20,687,0.554,16.0
 2026- 04- 09 15: 00: 20,688,0.554,16.0
 2026- 04- 09 15: 00: 21,685,0.552,16.0
 2026- 04- 09 15: 00: 21,685,0.552,16.0
 2026- 04- 09 15: 00: 22,685,0.552,16.0
 2026- 04- 09 15: 00: 22,687,0.554,16.0
 2026- 04- 09 15: 00: 23,687,0.554,16.0
 2026- 04- 09 15: 00: 23,687,0.554,16.0
 2026- 04- 09 15: 00: 24,682,0.55,16.0
 2026- 04- 09 15: 00: 24,688,0.554,16.0
 2026- 04- 09 15: 00: 25,688,0.554,16.0
 2026- 04- 09 15: 00: 25,687,0.554,16.0
 2026- 04- 09 15: 00: 26,684,0.551,16.0
 2026- 04- 09 15: 00: 26,687,0.554,16.0
 2026- 04- 09 15: 00: 27,688,0.554,16.0
 2026- 04- 09 15: 00: 27,688,0.554,16.0
 2026- 04- 09 15: 00: 28,688,0.554,16.0
 2026- 04- 09 15: 00: 28,687,0.554,16.0
 2026- 04- 09 15: 00: 29,685,0.552,16.0
 2026- 04- 09 15: 00: 29,685,0.552,16.0
 2026- 04- 09 15: 00: 30,688,0.554,16.0
 2026- 04- 09 15: 00: 30,666,0.537,16.0
 2026- 04- 09 15: 00: 31,688,0.554,16.0
 2026- 04- 09 15: 00: 31,687,0.554,16.0
 2026- 04- 09 15: 00: 32,688,0.554,16.0
 2026- 04- 09 15: 00: 32,688,0.554,16.0
 2026- 04- 09 15: 00: 33,685,0.552,16.0
 2026- 04- 09 15: 00: 33,685,0.552,16.0
 2026- 04- 09 15: 00: 34,685,0.552,16.0
 2026- 04- 09 15: 00: 34,685,0.552,16.0
 2026- 04- 09 15: 00: 35,683,0.55,16.0
 2026- 04- 09 15: 00: 35,685,0.552,16.0
 2026- 04- 09 15: 00: 36,683,0.55,16.0
 2026- 04- 09 15: 00: 36,685,0.552,16.0
 2026- 04- 09 15: 00: 37,688,0.554,16.0
 2026- 04- 09 15: 00: 37,677,0.546,16.0
 2026- 04- 09 15: 00: 38,688,0.554,16.0
 2026- 04- 09 15: 00: 38,685,0.552,16.0
 2026- 04- 09 15: 00: 39,685,0.552,16.0
 2026- 04- 09 15: 00: 39,685,0.552,16.0
 2026- 04- 09 15: 00: 40,685,0.552,16.0
 2026- 04- 09 15: 00: 40,688,0.554,16.0
 2026- 04- 09 15: 00: 41,686,0.553,16.0
 2026- 04- 09 15: 00: 41,686,0.553,16.0
 2026- 04- 09 15: 00: 42,661,0.533,16.0
 2026- 04- 09 15: 00: 42,687,0.554,16.0
 2026- 04- 09 15: 00: 43,687,0.554,16.0
 2026- 04- 09 15: 00: 43,685,0.552,16.0
 2026- 04- 09 15: 00: 44,687,0.554,16.0
 2026- 04- 09 15: 00: 44,683,0.55,16.0
 2026- 04- 09 15: 00: 45,686,0.553,16.0
 2026- 04- 09 15: 00: 45,686,0.553,16.0
 2026- 04- 09 15: 00: 46,688,0.554,16.0
 2026- 04- 09 15: 00: 46,690,0.556,16.0
 2026- 04- 09 15: 00: 47,688,0.554,16.0
 2026- 04- 09 15: 00: 47,687,0.554,16.0
 2026- 04- 09 15: 00: 48,685,0.552,16.0
 2026- 04- 09 15: 00: 48,687,0.554,16.0
 2026- 04- 09 15: 00: 49,682,0.55,16.0
 2026- 04- 09 15: 00: 49,685,0.552,16.0
 2026- 04- 09 15: 00: 50,688,0.554,16.0
 2026- 04- 09 15: 00: 50,684,0.551,16.0
 2026- 04- 09 15: 00: 51,682,0.55,16.0
 2026- 04- 09 15: 00: 51,685,0.552,16.0
 2026- 04- 09 15: 00: 52,687,0.554,16.0
 2026- 04- 09 15: 00: 52,684,0.551,16.0
 2026- 04- 09 15: 00: 53,686,0.553,16.0
 2026- 04- 09 15: 00: 53,682,0.55,16.0
 2026- 04- 09 15: 00: 54,685,0.552,16.0
 2026- 04- 09 15: 00: 54,686,0.553,16.0
 2026- 04- 09 15: 00: 55,686,0.553,16.0
 2026- 04- 09 15: 00: 55,688,0.554,16.0
 2026- 04- 09 15: 00: 56,683,0.55,16.0
 2026- 04- 09 15: 00: 56,684,0.551,16.0
 2026- 04- 09 15: 00: 57,688,0.554,16.0
 2026- 04- 09 15: 00: 57,683,0.55,16.0
 2026- 04- 09 15: 00: 58,685,0.552,16.0
 2026- 04- 09 15: 00: 58,686,0.553,16.0
 2026- 04- 09 15: 00: 59,686,0.553,16.0
 2026- 04- 09 15: 00: 59,684,0.551,16.0
 2026- 04- 09 15: 01: 00,694,0.559,16.0
 2026- 04- 09 15: 01: 00,687,0.554,16.0
 2026- 04- 09 15: 01: 01,687,0.554,16.0
 2026- 04- 09 15: 01: 01,686,0.553,16.0
 2026- 04- 09 15: 01: 02,686,0.553,16.0
 2026- 04- 09 15: 01: 02,688,0.554,16.0
 2026- 04- 09 15: 01: 03,685,0.552,16.0
 2026- 04- 09 15: 01: 03,672,0.542,16.0
 2026- 04- 09 15: 01: 04,688,0.554,16.0
 2026- 04- 09 15: 01: 04,688,0.554,16.0
 2026- 04- 09 15: 01: 05,688,0.554,16.0
 2026- 04- 09 15: 01: 05,688,0.554,16.0
 2026- 04- 09 15: 01: 06,686,0.553,16.0
 2026- 04- 09 15: 01: 06,687,0.554,16.0
 2026- 04- 09 15: 01: 07,688,0.554,16.0
 2026- 04- 09 15: 01: 07,687,0.554,16.0
 2026- 04- 09 15: 01: 08,688,0.554,16.0
 2026- 04- 09 15: 01: 08,684,0.551,16.0
 2026- 04- 09 15: 01: 09,682,0.55,16.0
 2026- 04- 09 15: 01: 09,687,0.554,16.0
 2026- 04- 09 15: 01: 10,685,0.552,16.0
 2026- 04- 09 15: 01: 10,682,0.55,16.0
 2026- 04- 09 15: 01: 11,682,0.55,16.0
 2026- 04- 09 15: 01: 11,656,0.529,16.0
 2026- 04- 09 15: 01: 12,686,0.553,16.0
 2026- 04- 09 15: 01: 12,688,0.554,16.0
 2026- 04- 09 15: 01: 13,686,0.553,16.0
 2026- 04- 09 15: 01: 13,686,0.553,16.0
 2026- 04- 09 15: 01: 14,688,0.554,16.0
 2026- 04- 09 15: 01: 14,688,0.554,16.0
 2026- 04- 09 15: 01: 15,701,0.565,17.0
 2026- 04- 09 15: 01: 15,687,0.554,16.0
 2026- 04- 09 15: 01: 16,684,0.551,16.0
 2026- 04- 09 15: 01: 16,688,0.554,16.0
 2026- 04- 09 15: 01: 17,685,0.552,16.0
 2026- 04- 09 15: 01: 17,687,0.554,16.0
 2026- 04- 09 15: 01: 18,682,0.55,16.0
 2026- 04- 09 15: 01: 18,687,0.554,16.0
 2026- 04- 09 15: 01: 19,685,0.552,16.0
 2026- 04- 09 15: 01: 19,688,0.554,16.0
 2026- 04- 09 15: 01: 20,673,0.542,16.0
 2026- 04- 09 15: 01: 20,685,0.552,16.0
 2026- 04- 09 15: 01: 21,686,0.553,16.0
 2026- 04- 09 15: 01: 21,686,0.553,16.0
 2026- 04- 09 15: 01: 22,687,0.554,16.0
 2026- 04- 09 15: 01: 22,687,0.554,16.0
 2026- 04- 09 15: 01: 23,685,0.552,16.0
 2026- 04- 09 15: 01: 23,688,0.554,16.0
 2026- 04- 09 15: 01: 24,688,0.554,16.0
 2026- 04- 09 15: 01: 24,686,0.553,16.0
 2026- 04- 09 15: 01: 25,688,0.554,16.0
 2026- 04- 09 15: 01: 25,688,0.554,16.0
 2026- 04- 09 15: 01: 26,686,0.553,16.0
 2026- 04- 09 15: 01: 26,668,0.538,16.0
 2026- 04- 09 15: 01: 27,688,0.554,16.0
 2026- 04- 09 15: 01: 27,668,0.538,16.0
 2026- 04- 09 15: 01: 28,686,0.553,16.0
 2026- 04- 09 15: 01: 28,685,0.552,16.0
 2026- 04- 09 15: 01: 29,685,0.552,16.0
 2026- 04- 09 15: 01: 29,688,0.554,16.0
 2026- 04- 09 15: 01: 30,685,0.552,16.0
 2026- 04- 09 15: 01: 30,687,0.554,16.0
 2026- 04- 09 15: 01: 31,704,0.567,17.0
 2026- 04- 09 15: 01: 31,687,0.554,16.0
 2026- 04- 09 15: 01: 32,686,0.553,16.0
 2026- 04- 09 15: 01: 32,685,0.552,16.0
 2026- 04- 09 15: 01: 33,686,0.553,16.0
 2026- 04- 09 15: 01: 33,683,0.55,16.0
 2026- 04- 09 15: 01: 34,688,0.554,16.0
 2026- 04- 09 15: 01: 34,687,0.554,16.0
 2026- 04- 09 15: 01: 35,688,0.554,16.0
 2026- 04- 09 15: 01: 35,685,0.552,16.0
 2026- 04- 09 15: 01: 36,688,0.554,16.0
 2026- 04- 09 15: 01: 36,688,0.554,16.0
 2026- 04- 09 15: 01: 37,688,0.554,16.0
 2026- 04- 09 15: 01: 37,687,0.554,16.0
 2026- 04- 09 15: 01: 38,683,0.55,16.0
 2026- 04- 09 15: 01: 38,685,0.552,16.0
 2026- 04- 09 15: 01: 39,683,0.55,16.0
 2026- 04- 09 15: 01: 39,687,0.554,16.0
 2026- 04- 09 15: 01: 40,682,0.55,16.0
 2026- 04- 09 15: 01: 40,687,0.554,16.0
 2026- 04- 09 15: 01: 41,686,0.553,16.0
 2026- 04- 09 15: 01: 41,684,0.551,16.0
 2026- 04- 09 15: 01: 42,687,0.554,16.0
 2026- 04- 09 15: 01: 42,688,0.554,16.0
 2026- 04- 09 15: 01: 43,681,0.549,16.0
 2026- 04- 09 15: 01: 43,685,0.552,16.0
 2026- 04- 09 15: 01: 44,682,0.55,16.0
 2026- 04- 09 15: 01: 44,699,0.563,17.0
 2026- 04- 09 15: 01: 45,685,0.552,16.0
 2026- 04- 09 15: 01: 45,685,0.552,16.0
 2026- 04- 09 15: 01: 46,685,0.552,16.0
 2026- 04- 09 15: 01: 46,685,0.552,16.0
 2026- 04- 09 15: 01: 47,686,0.553,16.0
 2026- 04- 09 15: 01: 47,685,0.552,16.0
 2026- 04- 09 15: 01: 48,686,0.553,16.0
 2026- 04- 09 15: 01: 48,688,0.554,16.0
 2026- 04- 09 15: 01: 49,686,0.553,16.0
 2026- 04- 09 15: 01: 49,688,0.554,16.0
 2026- 04- 09 15: 01: 50,675,0.544,16.0
 2026- 04- 09 15: 01: 50,684,0.551,16.0
 2026- 04- 09 15: 01: 51,688,0.554,16.0
 2026- 04- 09 15: 01: 51,685,0.552,16.0
 2026- 04- 09 15: 01: 52,685,0.552,16.0
 2026- 04- 09 15: 01: 52,687,0.554,16.0
 2026- 04- 09 15: 01: 53,685,0.552,16.0
 2026- 04- 09 15: 01: 53,688,0.554,16.0
 2026- 04- 09 15: 01: 54,684,0.551,16.0
 2026- 04- 09 15: 01: 54,686,0.553,16.0
 2026- 04- 09 15: 01: 55,686,0.553,16.0
 2026- 04- 09 15: 01: 55,687,0.554,16.0
 2026- 04- 09 15: 01: 56,685,0.552,16.0
 2026- 04- 09 15: 01: 56,688,0.554,16.0
 2026- 04- 09 15: 01: 57,683,0.55,16.0
 2026- 04- 09 15: 01: 57,688,0.554,16.0
 2026- 04- 09 15: 01: 58,686,0.553,16.0
 2026- 04- 09 15: 01: 58,685,0.552,16.0
 2026- 04- 09 15: 01: 59,685,0.552,16.0
 2026- 04- 09 15: 01: 59,688,0.554,16.0
 2026- 04- 09 15: 02: 00,683,0.55,16.0
 2026- 04- 09 15: 02: 00,684,0.551,16.0
 2026- 04- 09 15: 02: 01,683,0.55,16.0
 2026- 04- 09 15: 02: 01,678,0.546,16.0
 2026- 04- 09 15: 02: 02,686,0.553,16.0
 2026- 04- 09 15: 02: 02,687,0.554,16.0
 2026- 04- 09 15: 02: 03,688,0.554,16.0
 2026- 04- 09 15: 02: 03,683,0.55,16.0
 2026- 04- 09 15: 02: 04,688,0.554,16.0
 2026- 04- 09 15: 02: 04,685,0.552,16.0
 2026- 04- 09 15: 02: 05,683,0.55,16.0
 2026- 04- 09 15: 02: 05,687,0.554,16.0
 2026- 04- 09 15: 02: 06,686,0.553,16.0
 2026- 04- 09 15: 02: 06,689,0.555,16.0
 2026- 04- 09 15: 02: 07,688,0.554,16.0
 2026- 04- 09 15: 02: 07,686,0.553,16.0
 2026- 04- 09 15: 02: 08,686,0.553,16.0
 2026- 04- 09 15: 02: 08,687,0.554,16.0
 2026- 04- 09 15: 02: 09,687,0.554,16.0
 2026- 04- 09 15: 02: 09,687,0.554,16.0
 2026- 04- 09 15: 02: 10,682,0.55,16.0
 2026- 04- 09 15: 02: 10,688,0.554,16.0
 2026- 04- 09 15: 02: 11,687,0.554,16.0
 2026- 04- 09 15: 02: 11,686,0.553,16.0
 2026- 04- 09 15: 02: 12,688,0.554,16.0
 2026- 04- 09 15: 02: 12,686,0.553,16.0
 2026- 04- 09 15: 02: 13,687,0.554,16.0
 2026- 04- 09 15: 02: 13,686,0.553,16.0
 2026- 04- 09 15: 02: 14,688,0.554,16.0
 2026- 04- 09 15: 02: 14,686,0.553,16.0
 2026- 04- 09 15: 02: 15,687,0.554,16.0
 2026- 04- 09 15: 02: 15,685,0.552,16.0
 2026- 04- 09 15: 02: 16,687,0.554,16.0
 2026- 04- 09 15: 02: 16,698,0.562,17.0
 2026- 04- 09 15: 02: 17,685,0.552,16.0
 2026- 04- 09 15: 02: 17,683,0.55,16.0
 2026- 04- 09 15: 02: 18,682,0.55,16.0
 2026- 04- 09 15: 02: 18,687,0.554,16.0
 2026- 04- 09 15: 02: 19,688,0.554,16.0
 2026- 04- 09 15: 02: 19,685,0.552,16.0
 2026- 04- 09 15: 02: 20,683,0.55,16.0
 2026- 04- 09 15: 02: 20,685,0.552,16.0
 2026- 04- 09 15: 02: 21,687,0.554,16.0
 2026- 04- 09 15: 02: 21,687,0.554,16.0
 2026- 04- 09 15: 02: 22,687,0.554,16.0
 2026- 04- 09 15: 02: 22,686,0.553,16.0
 2026- 04- 09 15: 02: 23,688,0.554,16.0
 2026- 04- 09 15: 02: 23,687,0.554,16.0
 2026- 04- 09 15: 02: 24,687,0.554,16.0
 2026- 04- 09 15: 02: 24,688,0.554,16.0
 2026- 04- 09 15: 02: 25,683,0.55,16.0
 2026- 04- 09 15: 02: 25,687,0.554,16.0
 2026- 04- 09 15: 02: 26,683,0.55,16.0
 2026- 04- 09 15: 02: 26,688,0.554,16.0
 2026- 04- 09 15: 02: 27,688,0.554,16.0
 2026- 04- 09 15: 02: 27,684,0.551,16.0
 2026- 04- 09 15: 02: 28,687,0.554,16.0
 2026- 04- 09 15: 02: 28,687,0.554,16.0
 2026- 04- 09 15: 02: 29,685,0.552,16.0
 2026- 04- 09 15: 02: 29,687,0.554,16.0
 2026- 04- 09 15: 02: 30,685,0.552,16.0
 2026- 04- 09 15: 02: 30,686,0.553,16.0
 2026- 04- 09 15: 02: 31,688,0.554,16.0
 2026- 04- 09 15: 02: 31,688,0.554,16.0
 2026- 04- 09 15: 02: 32,686,0.553,16.0
 2026- 04- 09 15: 02: 32,688,0.554,16.0
 2026- 04- 09 15: 02: 33,688,0.554,16.0
 2026- 04- 09 15: 02: 33,687,0.554,16.0
 2026- 04- 09 15: 02: 34,686,0.553,16.0
 2026- 04- 09 15: 02: 34,683,0.55,16.0
 2026- 04- 09 15: 02: 35,685,0.552,16.0
 2026- 04- 09 15: 02: 35,682,0.55,16.0
 2026- 04- 09 15: 02: 36,685,0.552,16.0
 2026- 04- 09 15: 02: 36,685,0.552,16.0
 2026- 04- 09 15: 02: 37,683,0.55,16.0
 2026- 04- 09 15: 02: 37,688,0.554,16.0
 2026- 04- 09 15: 02: 38,684,0.551,16.0
 2026- 04- 09 15: 02: 38,685,0.552,16.0
 2026- 04- 09 15: 02: 39,685,0.552,16.0
 2026- 04- 09 15: 02: 39,688,0.554,16.0
 2026- 04- 09 15: 02: 40,685,0.552,16.0
 2026- 04- 09 15: 02: 40,686,0.553,16.0
 2026- 04- 09 15: 02: 41,688,0.554,16.0
 2026- 04- 09 15: 02: 41,682,0.55,16.0
 2026- 04- 09 15: 02: 42,688,0.554,16.0
 2026- 04- 09 15: 02: 42,687,0.554,16.0
 2026- 04- 09 15: 02: 43,686,0.553,16.0
 2026- 04- 09 15: 02: 43,684,0.551,16.0
 2026- 04- 09 15: 02: 44,688,0.554,16.0
 2026- 04- 09 15: 02: 44,686,0.553,16.0
 2026- 04- 09 15: 02: 45,686,0.553,16.0
 2026- 04- 09 15: 02: 45,688,0.554,16.0
 2026- 04- 09 15: 02: 46,685,0.552,16.0
 2026- 04- 09 15: 02: 46,686,0.553,16.0
 2026- 04- 09 15: 02: 47,682,0.55,16.0
 2026- 04- 09 15: 02: 47,687,0.554,16.0
 2026- 04- 09 15: 02: 48,684,0.551,16.0
 2026- 04- 09 15: 02: 48,686,0.553,16.0
 2026- 04- 09 15: 02: 49,685,0.552,16.0
 2026- 04- 09 15: 02: 49,688,0.554,16.0
 2026- 04- 09 15: 02: 50,688,0.554,16.0
 2026- 04- 09 15: 02: 50,687,0.554,16.0
 2026- 04- 09 15: 02: 51,683,0.55,16.0
 2026- 04- 09 15: 02: 51,681,0.549,16.0
 2026- 04- 09 15: 02: 52,703,0.567,17.0
 2026- 04- 09 15: 02: 52,687,0.554,16.0
 2026- 04- 09 15: 02: 53,687,0.554,16.0
 2026- 04- 09 15: 02: 53,686,0.553,16.0
 2026- 04- 09 15: 02: 54,687,0.554,16.0
 2026- 04- 09 15: 02: 54,687,0.554,16.0
 2026- 04- 09 15: 02: 55,688,0.554,16.0
 2026- 04- 09 15: 02: 55,684,0.551,16.0
 2026- 04- 09 15: 02: 56,687,0.554,16.0
 2026- 04- 09 15: 02: 56,687,0.554,16.0
 2026- 04- 09 15: 02: 57,688,0.554,16.0
 2026- 04- 09 15: 02: 57,655,0.528,15.0
 2026- 04- 09 15: 02: 58,688,0.554,16.0
 2026- 04- 09 15: 02: 58,686,0.553,16.0
 2026- 04- 09 15: 02: 59,688,0.554,16.0
 2026- 04- 09 15: 02: 59,683,0.55,16.0
 2026- 04- 09 15: 03: 00,689,0.555,16.0
 2026- 04- 09 15: 03: 00,681,0.549,16.0
 2026- 04- 09 15: 03: 01,687,0.554,16.0
 2026- 04- 09 15: 03: 01,685,0.552,16.0
 2026- 04- 09 15: 03: 02,688,0.554,16.0
 2026- 04- 09 15: 03: 02,682,0.55,16.0
 2026- 04- 09 15: 03: 03,688,0.554,16.0
 2026- 04- 09 15: 03: 03,688,0.554,16.0
 2026- 04- 09 15: 03: 04,688,0.554,16.0
 2026- 04- 09 15: 03: 04,685,0.552,16.0
 2026- 04- 09 15: 03: 05,687,0.554,16.0
 2026- 04- 09 15: 03: 05,685,0.552,16.0
 2026- 04- 09 15: 03: 06,687,0.554,16.0
 2026- 04- 09 15: 03: 06,686,0.553,16.0
 2026- 04- 09 15: 03: 07,686,0.553,16.0
 2026- 04- 09 15: 03: 07,688,0.554,16.0
 2026- 04- 09 15: 03: 08,687,0.554,16.0
 2026- 04- 09 15: 03: 08,681,0.549,16.0
 2026- 04- 09 15: 03: 09,680,0.548,16.0
 2026- 04- 09 15: 03: 09,688,0.554,16.0
 2026- 04- 09 15: 03: 10,688,0.554,16.0
 2026- 04- 09 15: 03: 10,687,0.554,16.0
 2026- 04- 09 15: 03: 11,686,0.553,16.0
 2026- 04- 09 15: 03: 11,686,0.553,16.0
 2026- 04- 09 15: 03: 12,680,0.548,16.0
 2026- 04- 09 15: 03: 12,688,0.554,16.0
 2026- 04- 09 15: 03: 13,683,0.55,16.0
 2026- 04- 09 15: 03: 13,688,0.554,16.0
